CpG;LD;Loading
201102066;LD1;1.705645898896e-06
201102079;LD1;0.000321427203980696
201102098;LD1;1.54024546896977e-06
201102125;LD1;4.18842040128479e-05
201102139;LD1;1.81802811853306e-06
201102251;LD1;2.83678523419097e-06
201154015;LD1;5.47036635527316e-07
201154176;LD1;5.26570343170133e-05
201154202;LD1;7.87214849044683e-09
201154221;LD1;1.69222355183963e-06
201154223;LD1;0.000183507958815262
201210716;LD1;3.40408270894451e-05
201210802;LD1;2.74994055979976e-05
201232883;LD1;3.2855246313672e-06
201232893;LD1;2.63294853392482e-05
201232935;LD1;1.02645006866791e-05
201232980;LD1;5.36241885636179e-07
201232998;LD1;9.41138058784052e-07
201233057;LD1;3.311299411381e-06
201233110;LD1;2.24150107191256e-07
201277368;LD1;7.83145854780897e-05
201277390;LD1;9.21543103039872e-06
201277437;LD1;6.42778970007387e-05
201277473;LD1;5.2355338023495e-07
201324818;LD1;0.00114378796739053
201324868;LD1;0.000125151214677733
201351788;LD1;0.000644037808754215
201351884;LD1;2.18615471001416e-06
201351892;LD1;1.12652332415352e-06
201351991;LD1;1.08713062217032e-06
201356101;LD1;1.48350846874066e-05
201356111;LD1;2.07991291600465e-06
201356121;LD1;2.5472977918381e-07
201356161;LD1;3.33809555986285e-06
201356189;LD1;1.68463741611813e-05
201356230;LD1;4.09550929483338e-05
201356235;LD1;1.41467019820059e-08
201356241;LD1;1.01682356256899e-06
201356250;LD1;6.11319279950351e-05
201356264;LD1;1.61285569402707e-06
201356288;LD1;2.15604824076818e-05
201356292;LD1;2.04176166499095e-06
201356296;LD1;4.25684416506614e-06
201356321;LD1;1.61117658430612e-06
201358821;LD1;9.42490241847601e-09
201358831;LD1;5.01613747097067e-06
201358841;LD1;1.05868166989105e-05
201358881;LD1;7.15598013170788e-06
201358909;LD1;2.89610442999999e-05
201358950;LD1;1.4818540056756e-07
201358955;LD1;3.32328239469683e-06
201358961;LD1;5.87885335871003e-06
201358970;LD1;9.86450539507218e-08
201358984;LD1;7.14011646001542e-06
201359008;LD1;1.56069550476232e-05
201359012;LD1;2.83870391535813e-06
201359016;LD1;3.10823695841434e-05
201359041;LD1;4.3534282966076e-07
201381210;LD1;4.53540972628905e-06
201381262;LD1;2.30330635345418e-05
201381329;LD1;0.000921169358009741
201389552;LD1;3.48685810424589e-05
201389559;LD1;3.20719365302184e-05
201389633;LD1;5.6202784242265e-05
201389649;LD1;2.84298178164973e-05
201389697;LD1;0.000230336292561206
201389767;LD1;0.000362361032262255
201389784;LD1;5.22842269076444e-05
201389796;LD1;7.33491454786327e-05
201448309;LD1;7.76613756162485e-06
201448329;LD1;1.84768247914105e-06
201448397;LD1;9.46872160705979e-06
201448449;LD1;7.49930564849195e-07
201448458;LD1;2.9304070865892e-06
201448472;LD1;7.28306531428375e-06
201448496;LD1;7.35851404254144e-05
201448504;LD1;7.63229123421271e-06
201448529;LD1;1.29506792350873e-05
201448547;LD1;4.8830987148472e-05
201461947;LD1;7.25371935143724e-05
201461959;LD1;0.00323256408229129
201461969;LD1;4.06302387713976e-05
201461971;LD1;1.01458627611659e-05
201462138;LD1;9.69878089930445e-07
201462166;LD1;6.45779386190721e-07
201492925;LD1;2.91866500308636e-07
201492973;LD1;9.41775592443274e-06
201492994;LD1;1.71165169104988e-05
201493002;LD1;3.86202691567477e-08
201498169;LD1;4.89165443936859e-05
201498234;LD1;8.95747761781437e-07
201498252;LD1;1.0437911872666e-05
201498332;LD1;9.50615242040792e-06
201506867;LD1;4.46073584429736e-06
201506930;LD1;5.46041579480993e-06
201522837;LD1;6.36780640497405e-05
201522857;LD1;2.98647272542965e-05
201522925;LD1;7.4249981530727e-05
201522971;LD1;6.68502840136518e-07
201522986;LD1;1.74170540659885e-06
201523028;LD1;8.63284336110682e-07
201523032;LD1;6.32175854515653e-07
201523075;LD1;1.86699092343938e-06
201583044;LD1;1.13321277419516e-05
201583065;LD1;6.26330425224619e-06
201583130;LD1;2.77247072359026e-07
201583142;LD1;2.69291398939172e-07
201607699;LD1;1.22246145750415e-05
201607707;LD1;7.80361179655802e-06
201607739;LD1;7.25866575957238e-09
201607760;LD1;1.46049716091056e-05
201607761;LD1;1.85439793084871e-05
201607799;LD1;2.37824970390972e-07
201607814;LD1;0.000840348700613893
201607815;LD1;1.88271757501613e-05
201607906;LD1;2.53319031750758e-05
201607930;LD1;5.22621929572508e-05
201607933;LD1;9.04402157431976e-07
201617503;LD1;1.56133390354775e-05
201617513;LD1;1.88141341236716e-05
201617553;LD1;1.24503846677718e-09
201617627;LD1;6.23822674456679e-06
201617642;LD1;2.66565000100974e-06
201617684;LD1;4.86674587315057e-06
201617713;LD1;7.99220836562694e-06
201643333;LD1;1.40975606487285e-08
201643353;LD1;7.01985077007581e-05
201643421;LD1;5.16923428700208e-05
201643462;LD1;9.46759603336858e-07
201643467;LD1;6.19169694859559e-07
201643482;LD1;0.000917805569501169
201643496;LD1;9.41342318018151e-06
201643520;LD1;1.00486116885871e-05
201643524;LD1;1.21691646417456e-06
201643528;LD1;9.68567489333064e-07
201643571;LD1;6.82237305605864e-05
201696723;LD1;7.93772465358394e-05
201696744;LD1;2.60945527900625e-07
201696869;LD1;2.78408058002988e-05
201696870;LD1;3.38553448464431e-06
201696886;LD1;2.82244173068844e-07
201696887;LD1;2.51827908053873e-06
201715969;LD1;8.8253636017263e-09
201716006;LD1;4.18935816491291e-06
201716061;LD1;5.43045091543e-07
201716144;LD1;4.23499816346656e-07
201716197;LD1;0.000428163088465862
201719629;LD1;5.89408687207442e-06
201719692;LD1;1.86447794319309e-06
201748440;LD1;9.73485728497647e-06
201748457;LD1;3.83718086212077e-06
201748519;LD1;8.79515183030267e-07
201748530;LD1;0.000589880535842928
201757418;LD1;1.43455382322543e-05
201757534;LD1;8.81968133412589e-07
201757543;LD1;3.43678044388279e-08
201794850;LD1;8.34128734586802e-07
201794863;LD1;1.09607363523112e-05
201794887;LD1;3.04997826391611e-05
201794903;LD1;2.93692398694381e-07
201794908;LD1;0.000304324789378439
201795012;LD1;0.000152334938627718
201819878;LD1;6.98036081872917e-06
201819881;LD1;1.84816891351675e-09
201819905;LD1;6.41714578502021e-06
201819996;LD1;1.49062348411089e-05
201820048;LD1;1.7750759768014e-05
201820050;LD1;3.75183793623093e-05
201820090;LD1;3.40495921638836e-05
201820104;LD1;1.2341968951156e-05
201820112;LD1;2.74943841417018e-06
201832235;LD1;1.47392692662099e-06
201832316;LD1;1.5716795634171e-05
201832325;LD1;1.77158602305459e-06
201835398;LD1;1.98031415731119e-09
201835430;LD1;7.62737189021343e-07
201835493;LD1;1.72260969404979e-06
201835507;LD1;3.54921949024733e-05
201835549;LD1;7.17332407376304e-05
201835604;LD1;3.28273606995479e-06
201885967;LD1;3.09898761450564e-05
201886064;LD1;1.86641198683623e-06
201886126;LD1;2.13699246897365e-05
201886127;LD1;1.64440304680883e-06
201886140;LD1;2.24935039608596e-05
201886151;LD1;1.25174043912444e-05
201886152;LD1;4.55564151625513e-06
201886154;LD1;7.53242647667533e-06
201886172;LD1;1.80166361266263e-05
201886173;LD1;1.22761266518562e-07
202039356;LD1;1.33197328232829e-05
202039365;LD1;0.000250760247544989
202039378;LD1;0.000150681026670649
202039407;LD1;1.84205268160427e-05
202039420;LD1;6.49369898820635e-06
202039422;LD1;6.41805439323223e-05
202039492;LD1;0.000175077569149659
202039534;LD1;1.98258801816701e-05
202039582;LD1;0.00024828454457322
202039605;LD1;6.9957887434531e-05
202042652;LD1;8.46479706682695e-06
202042679;LD1;9.89901157785068e-07
202042711;LD1;0.0001864308695052
202042720;LD1;0.000257608109813891
202042729;LD1;4.1306827592752e-05
202042745;LD1;7.64040290356628e-07
202042796;LD1;4.27315168737382e-06
202078356;LD1;1.79418526325066e-05
202078404;LD1;3.99822449293027e-06
202078421;LD1;4.33115507185059e-07
202078426;LD1;2.58077330742516e-06
202078482;LD1;1.23724061106949e-05
202078505;LD1;2.89213325233351e-05
202078517;LD1;1.77597915376782e-05
202097028;LD1;8.53397500194052e-06
202097082;LD1;3.34249229812336e-06
202097125;LD1;7.37769303105227e-06
202097244;LD1;1.68804238631313e-06
202097285;LD1;5.51483874743606e-08
202118846;LD1;3.99063445877972e-07
202118862;LD1;6.24205532079319e-06
202118893;LD1;2.66107782233692e-05
202118916;LD1;0.000355289287043826
202118934;LD1;2.39309586453865e-06
202118995;LD1;0.00256537151095383
202119000;LD1;4.23442681179988e-06
202142461;LD1;2.88501325122263e-07
202142480;LD1;4.64537153578774e-06
202142646;LD1;9.0130384323571e-09
202142683;LD1;1.35185794592168e-06
202164615;LD1;5.5691493136756e-05
202164621;LD1;6.96567294176642e-06
202164639;LD1;0.000114076428103433
202164714;LD1;3.33858945788312e-05
202164721;LD1;7.63046770454094e-06
202164736;LD1;1.9133157531588e-05
202173254;LD1;3.73356965094988e-05
202173317;LD1;3.59545194206233e-05
202173359;LD1;4.64600101569739e-06
202173373;LD1;2.91821808866431e-06
202173386;LD1;5.97489717236909e-05
202173405;LD1;7.48072295202372e-06
202173407;LD1;4.09491146480972e-06
202210452;LD1;7.53541629650417e-05
202210463;LD1;1.70855337396901e-07
202210538;LD1;2.54854561151733e-06
202210558;LD1;5.86843300489667e-07
202210608;LD1;1.88274399352486e-06
202210628;LD1;5.12847847741067e-07
202214828;LD1;8.61683121672276e-05
202214887;LD1;2.97908792178649e-06
202214905;LD1;8.8773709388258e-08
202214970;LD1;7.57624079328089e-08
202214972;LD1;8.58092074811318e-06
202214983;LD1;3.02827645906866e-05
202215038;LD1;7.54580547688965e-06
202215040;LD1;2.73452107393922e-05
202218346;LD1;5.53315709104949e-05
202218529;LD1;0.000154814734806385
202218536;LD1;4.13415703086111e-05
202304845;LD1;3.6929970643272e-06
202304863;LD1;8.64236412850492e-06
202304887;LD1;0.000175334109617092
202304950;LD1;1.63868218266391e-05
202305014;LD1;1.47051183410779e-05
202305025;LD1;5.475128523367e-05
202305039;LD1;8.7506047701519e-07
202305081;LD1;8.24489199416567e-06
202386264;LD1;1.03343415303499e-05
202386390;LD1;1.22775624314388e-07
202394069;LD1;2.57028679522606e-06
202394084;LD1;1.05935246258444e-06
202394118;LD1;8.29562308608718e-07
202394131;LD1;1.15530304511046e-05
202394249;LD1;1.0063452388325e-05
202398684;LD1;6.58539906799124e-08
202398693;LD1;2.57700510652642e-09
202398715;LD1;1.44071384414639e-06
202398731;LD1;4.6322781197977e-07
202398767;LD1;3.77490170559692e-06
202398792;LD1;3.34385896114686e-05
202398818;LD1;3.39601613358954e-07
202398824;LD1;1.52506500113244e-06
202398859;LD1;2.07144932186523e-06
202398914;LD1;1.65534769531813e-07
202422621;LD1;1.09665257066627e-06
202422629;LD1;8.81654967546022e-06
202422647;LD1;9.59728854498689e-06
202422692;LD1;0.000552036718642552
202422806;LD1;2.52296060207958e-05
202422843;LD1;4.88740435704956e-06
202462604;LD1;0.00020649455868515
202462614;LD1;0.000395495464193377
202462798;LD1;0.000643943000293585
202462930;LD1;6.07009945419042e-05
202489847;LD1;2.94697615550792e-08
202494488;LD1;2.34786373571836e-05
202494608;LD1;5.06486500820343e-05
202519193;LD1;0.000992214247190556
202519361;LD1;0.000526088773436249
202519382;LD1;3.35965910156517e-06
202519400;LD1;0.000104932550504222
202519423;LD1;0.00562831917873795
202519979;LD1;5.59205438933689e-07
202520043;LD1;7.19897685680599e-07
202520055;LD1;5.06531606207529e-07
202520165;LD1;2.42138295275568e-06
202520186;LD1;0.000156104715868039
202520214;LD1;3.65433623411071e-05
202520245;LD1;2.56221903747303e-06
202523803;LD1;0.0003194070405132
202523857;LD1;3.07305550046614e-05
202523859;LD1;9.47475366977003e-07
202524017;LD1;1.5933803346628e-09
202552417;LD1;1.66385801977666e-07
202552562;LD1;6.06443245165776e-06
202552586;LD1;8.14316029356266e-07
202583725;LD1;1.86341275131521e-06
202583771;LD1;4.25365286324663e-06
202583786;LD1;1.58860041409147e-05
202583800;LD1;1.42753366680531e-06
202583824;LD1;3.71167902194538e-09
202583828;LD1;0.000158284141156393
202583832;LD1;1.17873765712461e-08
202583857;LD1;2.696901157049e-09
202591019;LD1;2.51729104940548e-05
202591041;LD1;1.3643824771068e-06
202591043;LD1;5.87152116629347e-05
202591047;LD1;0.000325022089468428
202591186;LD1;0.00726730214549653
202619831;LD1;2.35473011383371e-05
202710326;LD1;7.4275645233971e-07
202766391;LD1;1.23369138362548e-07
202878643;LD1;0.000239448456104485
202878656;LD1;3.47513215839259e-05
202878696;LD1;5.09320047107075e-06
202878725;LD1;1.43856700509728e-06
202895093;LD1;5.20458412902561e-05
202895156;LD1;0.000875106968944807
202895270;LD1;1.43936914326238e-05
202910394;LD1;8.01178913442695e-06
202910441;LD1;0.00141730590507477
202912768;LD1;2.47685998538418e-05
202912841;LD1;1.67084708180934e-06
202912902;LD1;0.000886566103446841
202912936;LD1;8.49290396315583e-05
202912950;LD1;3.06168476118437e-08
203012174;LD1;9.21751770145736e-07
203012261;LD1;4.53007831208503e-06
203012289;LD1;1.95785076345768e-06
203077056;LD1;1.61741141054939e-05
203077066;LD1;4.91927866802898e-06
203077106;LD1;4.21176163940149e-07
203077134;LD1;1.94057836937889e-06
203077175;LD1;4.86098354753294e-06
203077180;LD1;6.33245180676803e-07
203077195;LD1;9.66118471874246e-08
203077209;LD1;1.77627553735745e-06
203077233;LD1;1.72313406504709e-06
203077237;LD1;3.28953060268553e-07
203077241;LD1;4.94658562019789e-07
203077280;LD1;1.24472164989002e-05
203142099;LD1;0.000284299833109539
203188063;LD1;3.01291414466589e-06
203188104;LD1;0.000255119592599009
203188138;LD1;7.25770781314944e-08
203188189;LD1;1.55554853133504e-06
203188200;LD1;1.59894198952699e-05
203188255;LD1;1.03087201306944e-06
203189742;LD1;1.73560299412692e-06
203189803;LD1;2.6027509400808e-05
203189841;LD1;1.92374004410126e-05
203189849;LD1;3.04682529258942e-07
203189874;LD1;4.3786083129824e-07
203301219;LD1;8.79894867570618e-06
203301262;LD1;8.05402973776259e-07
203301271;LD1;3.71942585448395e-05
203301325;LD1;6.76524323943619e-07
203301334;LD1;4.84695368728494e-05
203301344;LD1;6.35659747188741e-05
203301369;LD1;8.8929697632089e-05
203363198;LD1;5.37115117725571e-05
203363206;LD1;4.8317780239796e-05
203363269;LD1;1.76288432719516e-05
203363326;LD1;5.60860755258712e-06
203363383;LD1;7.23891100815912e-05
203363420;LD1;3.90128927744734e-06
203395587;LD1;1.94853975951053e-05
203395612;LD1;2.57408219327089e-06
203395738;LD1;2.83912041846027e-08
203400453;LD1;1.66585087218958e-05
203400616;LD1;2.0864055914999e-07
203400642;LD1;4.90018626448652e-06
203400647;LD1;9.19970358154376e-07
203411078;LD1;3.62379428601548e-06
203411211;LD1;9.93653044312123e-08
203411261;LD1;6.4458018533701e-05
203411309;LD1;1.94457506627304e-05
203420173;LD1;5.7998788756437e-07
203420225;LD1;3.16001465757989e-06
203420227;LD1;8.1507262708143e-08
203420281;LD1;1.90229796502952e-08
203429581;LD1;3.56881278560333e-06
203429587;LD1;6.33037562523105e-05
203429717;LD1;1.01902997831203e-05
203429743;LD1;0.000336062361848474
203429764;LD1;2.92875539235599e-07
203429784;LD1;2.89370299137412e-07
203466086;LD1;1.07654052824703e-05
203466149;LD1;9.94767342763106e-06
203466175;LD1;8.06958318471506e-08
203466200;LD1;1.03465273716952e-06
203466202;LD1;3.16052658889602e-06
203466221;LD1;5.78028074432615e-06
203476086;LD1;5.29629015139845e-06
203480188;LD1;3.12667798897622e-07
203480210;LD1;2.75760341428764e-07
203480212;LD1;5.38062746285868e-08
203480355;LD1;8.07514255011952e-06
203480379;LD1;3.69560240147735e-08
203482589;LD1;6.83455829214292e-06
203482639;LD1;4.13297897113909e-07
203482663;LD1;0.000190376849246941
203482705;LD1;5.88998429668888e-06
203482726;LD1;0.000255142991890899
203482768;LD1;6.70447784126241e-06
203491523;LD1;6.20917826437685e-06
203556038;LD1;1.38987751498882e-06
203556058;LD1;1.53159309983789e-06
203556098;LD1;1.46211791086093e-05
203556126;LD1;2.25751903311099e-06
203556172;LD1;0.000993038340849816
203556187;LD1;2.29569544746212e-06
203556233;LD1;1.38968004058912e-08
203556258;LD1;1.01007641464252e-06
203667559;LD1;0.00012407994138291
203667569;LD1;5.37759550330843e-06
203667579;LD1;6.55533801020911e-07
203667688;LD1;0.000318021443330107
203667708;LD1;8.63895152426768e-06
203667750;LD1;1.68793885528504e-06
203667797;LD1;8.51860233574114e-06
203695585;LD1;8.34687095229985e-07
203695595;LD1;1.09178853482862e-07
203695635;LD1;5.02020491066645e-05
203695704;LD1;3.69786698719702e-06
203695709;LD1;9.53743339477985e-06
203695762;LD1;2.86544452003848e-05
203695795;LD1;8.94578886247284e-08
203715975;LD1;1.45196024059118e-06
203715985;LD1;3.45986139910859e-06
203715995;LD1;1.0263208098768e-05
203716035;LD1;3.3963275180288e-06
203716063;LD1;2.35608898669184e-06
203716104;LD1;4.46644957835504e-06
203716115;LD1;2.80033148213177e-06
203716124;LD1;7.77668165449117e-07
203716138;LD1;4.79214052603553e-08
203716166;LD1;1.98053514911256e-06
203716170;LD1;1.10079456441027e-06
203716195;LD1;2.0804797024675e-06
203716213;LD1;7.9731289644082e-06
203724950;LD1;0.000769613614506513
203725004;LD1;6.362018664469e-05
203725047;LD1;3.00831796187332e-05
203725094;LD1;9.20993089212485e-06
203725097;LD1;5.35772834775915e-06
203725116;LD1;1.85949629046586e-10
203725189;LD1;2.37031748514816e-08
203745089;LD1;2.2702669897084e-06
203745099;LD1;1.5414477879584e-06
203745167;LD1;2.68206895953326e-05
203745228;LD1;1.31133169931359e-07
203745266;LD1;2.15009210352586e-06
203745299;LD1;5.39060258822686e-06
203745317;LD1;0.000154367280190594
203768210;LD1;1.14381334120288e-06
203768228;LD1;1.44616622010305e-06
203768257;LD1;3.15499713062825e-07
203768261;LD1;6.05333996389704e-08
203768308;LD1;2.34849616499122e-06
203768428;LD1;1.23122433630786e-05
203768448;LD1;7.57002885113714e-05
203819985;LD1;0.00167573092810462
203819993;LD1;0.000291543197565254
203820073;LD1;8.71459466373161e-06
203823148;LD1;6.38764783064115e-06
203823154;LD1;1.44986029007832e-06
203823185;LD1;0.000330719269482089
203823194;LD1;0.00011991979786261
203823234;LD1;0.000361717594041741
203823237;LD1;5.57205072547768e-09
203823240;LD1;8.53255983779945e-06
203823378;LD1;6.29056248952143e-05
203866411;LD1;2.14401509350679e-07
203866451;LD1;3.03383298248755e-06
203866520;LD1;7.04415264251959e-07
203866531;LD1;2.32776455686428e-06
203866586;LD1;6.21826878450513e-05
203866629;LD1;2.22281045542539e-05
203884729;LD1;0.000650430925244788
203884800;LD1;8.15990965540827e-06
203884817;LD1;2.79271046036372e-06
203884825;LD1;2.30773943947641e-07
203884830;LD1;2.2199389659452e-07
203884845;LD1;0.000336151993286182
203914866;LD1;6.93269681447973e-05
203914868;LD1;3.27243397094152e-06
203914872;LD1;5.30909230463477e-07
203914920;LD1;1.46753984851658e-07
203914964;LD1;9.22950417097912e-06
203915566;LD1;0.000168938069514664
203915592;LD1;3.08984928643889e-06
204023351;LD1;8.99165893730761e-08
204023406;LD1;1.26964277822433e-05
204023559;LD1;1.38458488430877e-06
204030507;LD1;0.000260564342391273
204030574;LD1;3.47312359298858e-08
204030640;LD1;5.57583123645404e-05
204086721;LD1;3.49850029320562e-05
204086731;LD1;1.83057977693446e-06
204086771;LD1;8.18563851097491e-07
204086799;LD1;1.29978896798797e-07
204086840;LD1;1.28109639060293e-07
204086845;LD1;2.7501885441768e-07
204086860;LD1;1.91583354887672e-06
204086874;LD1;4.54436806736182e-06
204086902;LD1;3.12193675905783e-06
204086931;LD1;2.27099494521552e-06
204086945;LD1;8.47153647805598e-06
204086949;LD1;1.81845941909386e-05
204129038;LD1;4.25395093085509e-05
204129049;LD1;1.06233468184795e-05
204129104;LD1;3.15861315170817e-05
204141656;LD1;4.08173011151751e-06
204141702;LD1;7.24504704078504e-06
204141737;LD1;1.81646460392738e-05
204141766;LD1;2.74160305343432e-06
204141788;LD1;6.37970835757803e-06
204141796;LD1;2.09728895763506e-05
204141836;LD1;1.86210898467989e-08
204141845;LD1;2.07848392003371e-08
204141871;LD1;5.53119834466818e-06
204141884;LD1;1.23632830159161e-05
204141902;LD1;7.62612149939698e-07
204190722;LD1;4.29322083850581e-06
204244283;LD1;8.18724376803117e-07
204244366;LD1;6.21840401602315e-05
204244398;LD1;2.36497079564044e-06
204244425;LD1;0.000129587052225828
204244446;LD1;3.10772150102824e-06
204288619;LD1;0.000147425869625167
204298713;LD1;2.71815991986702e-05
204298728;LD1;1.16324840410648e-05
204298763;LD1;0.000222181498318336
204298808;LD1;0.000207851716262824
204344863;LD1;0.000155923476496282
204380604;LD1;1.23101296988133e-05
204380643;LD1;4.34612440971927e-06
204380676;LD1;0.000323074505768513
204424011;LD1;4.34787828088982e-05
204424035;LD1;6.48923165857072e-05
204424121;LD1;3.61462166207351e-07
204424180;LD1;3.30622993733327e-05
204424242;LD1;0.000231832363199215
204425081;LD1;2.93703630343623e-06
204425161;LD1;3.03725531685322e-06
204425195;LD1;2.68290261434242e-06
204425244;LD1;1.04189821831524e-05
204425246;LD1;6.60283339599616e-07
204435525;LD1;3.8643124268741e-05
204435543;LD1;7.53781893772081e-05
204435572;LD1;1.0656680233834e-05
204435670;LD1;4.43660538212596e-06
204441696;LD1;0.000868858891055401
204441862;LD1;4.98769243592244e-05
204454773;LD1;1.38144980447869e-05
204454781;LD1;1.34804619929998e-05
204454807;LD1;0.000525789838604723
204454811;LD1;0.00094320629584955
204454863;LD1;0.00221953981027625
204454871;LD1;0.00124008274028031
204454924;LD1;2.67567633023632e-05
204454931;LD1;8.31116307668226e-05
204454943;LD1;7.3611721450414e-06
204454955;LD1;0.00161262955921371
204473762;LD1;5.04012782372062e-06
204473843;LD1;7.74658173362227e-06
204473878;LD1;2.53285060015171e-06
204473902;LD1;5.16120581108127e-05
204473917;LD1;0.000206805806171635
204473924;LD1;9.52364402702012e-06
204473929;LD1;4.4322795135311e-07
204473980;LD1;2.31178895463427e-06
204474004;LD1;3.82372350620562e-06
204474010;LD1;5.07606737290649e-08
204474022;LD1;6.84068594877977e-07
204476226;LD1;8.19351118764705e-06
204476244;LD1;1.14161015681593e-06
204476269;LD1;7.18043333246261e-06
204476273;LD1;2.29278974585272e-08
204476277;LD1;4.5038341074243e-07
204476301;LD1;3.2318522440201e-07
204476315;LD1;2.57409210320901e-07
204476324;LD1;1.03656189283852e-05
204476376;LD1;5.20200949916018e-06
204476444;LD1;8.63330829369677e-06
204476464;LD1;7.35518787809907e-06
204484215;LD1;4.65209476841507e-06
204484232;LD1;1.11949132868508e-06
204484325;LD1;1.5348890639427e-07
204520017;LD1;1.06043331983918e-07
204520114;LD1;9.62788664976067e-05
204520177;LD1;9.49135647246375e-05
204520202;LD1;1.16781407060006e-07
204561577;LD1;3.2711072679613e-05
204627966;LD1;4.4933750278608e-05
204634309;LD1;6.02411269728186e-05
204634330;LD1;0.000268063253585298
204696807;LD1;6.73311378133291e-06
204696817;LD1;1.01266930553505e-07
204696895;LD1;3.82858465726665e-06
204696956;LD1;0.000106498952034571
204696998;LD1;1.45191090042397e-05
204697002;LD1;3.20988809040958e-08
204697027;LD1;1.35066390330277e-05
204697045;LD1;1.86367290774545e-05
204717771;LD1;1.15348445712256e-06
204717839;LD1;3.75442412191689e-05
204717880;LD1;2.45851344040684e-05
204717885;LD1;6.52210382922355e-05
204717900;LD1;2.15119618178496e-05
204717946;LD1;2.58607417267043e-06
204717971;LD1;3.59390968199078e-05
204717989;LD1;1.66886266455141e-05
204749715;LD1;4.69257549655309e-06
204771071;LD1;0.000314999991454626
204771176;LD1;1.3558689308854e-06
204771305;LD1;4.41081314484016e-05
204777048;LD1;1.28867398062487e-05
204777144;LD1;3.53825538329782e-05
204777158;LD1;7.97067466902973e-08
204777217;LD1;8.37667231451937e-07
204777247;LD1;2.45382528320061e-05
204777284;LD1;8.83347068780268e-05
204782805;LD1;0.000191170633274211
204782942;LD1;3.48664415920089e-05
204822398;LD1;3.34089601793975e-06
204838517;LD1;1.86573825132836e-06
204838545;LD1;4.62474700514963e-08
204838632;LD1;6.60100647554744e-06
204845047;LD1;1.15772600076176e-05
204845067;LD1;4.55750039986592e-07
204845135;LD1;0.000220818483326442
204845181;LD1;3.70440470963406e-08
204845196;LD1;2.76034237642848e-06
204845238;LD1;6.35855991212008e-05
204845242;LD1;2.87955333514927e-06
204845267;LD1;0.0001528446472474
204848853;LD1;1.68934256298139e-05
204848863;LD1;1.94041099266912e-06
204848881;LD1;9.96982383745205e-07
204848905;LD1;1.24515399685782e-05
204848911;LD1;1.31963154293954e-06
204848968;LD1;2.8191263661631e-06
204849080;LD1;7.82737668698591e-07
204892128;LD1;5.47626036998753e-06
204892149;LD1;2.87380930828172e-07
204892218;LD1;1.2299677452029e-05
204892284;LD1;5.07539964059285e-07
204892296;LD1;3.93619344419039e-05
204951405;LD1;0.000469949101889193
204951419;LD1;3.43691755683328e-06
204951437;LD1;1.52774283727675e-05
204951459;LD1;7.81782451710176e-09
204951461;LD1;1.32854316938546e-05
204951513;LD1;1.1673664824393e-08
204951620;LD1;1.78079286950621e-05
204951628;LD1;1.21565252646519e-05
204958222;LD1;8.61475969441188e-07
204958281;LD1;2.17458577161932e-09
204958299;LD1;2.05822768654843e-05
204958366;LD1;1.39786619365298e-05
204958432;LD1;2.82971935473646e-07
204984575;LD1;2.67907084145463e-06
204984598;LD1;0.000716090264362822
204984638;LD1;5.73812360797726e-05
204984669;LD1;0.000842096822573775
204984721;LD1;3.77276954445152e-05
204984736;LD1;5.59773680279665e-06
204984740;LD1;8.27439806178148e-07
204984759;LD1;9.7357943802913e-06
204984837;LD1;1.94077659861665e-07
204996817;LD1;5.3409974508595e-07
204996826;LD1;1.42215150558872e-06
204996848;LD1;2.9117260334636e-05
204996855;LD1;4.83739350086869e-07
204996901;LD1;1.68602655750534e-06
204996911;LD1;5.53401590670661e-09
204996951;LD1;5.09033180087297e-07
204996960;LD1;1.34388557560469e-06
204996982;LD1;3.08919419602519e-05
204996989;LD1;4.25892206961442e-07
204997035;LD1;1.88725774374232e-06
204997045;LD1;3.06976011052203e-10
205001003;LD1;3.92032654159679e-06
205001070;LD1;2.84191130697593e-09
205001081;LD1;2.13033173553202e-08
205001136;LD1;3.99116826843619e-07
205006205;LD1;9.42568750666684e-06
205025238;LD1;2.87483376379304e-06
205025282;LD1;5.66277355734368e-07
205051253;LD1;0.000483040920814183
205051256;LD1;0.000123009169684055
205051331;LD1;6.72871894619872e-07
205051375;LD1;0.000131692608700691
205063758;LD1;3.12117374167408e-05
205063803;LD1;1.48019004523229e-05
205063817;LD1;6.94328353274726e-05
205063900;LD1;2.26293269663775e-07
205063902;LD1;2.59330520122949e-06
205063968;LD1;1.19696976904308e-05
205082231;LD1;4.04837502264477e-05
205082251;LD1;1.06207243847335e-05
205082258;LD1;7.32965795327752e-05
205082422;LD1;1.03454382341733e-06
205082426;LD1;1.50704798886294e-06
205082469;LD1;7.49681135548506e-05
205128745;LD1;8.18066347302596e-08
205128784;LD1;3.14553538938549e-06
205128836;LD1;1.45588487851732e-07
205128890;LD1;1.07996813516522e-06
205128947;LD1;1.99394444769034e-06
205128961;LD1;1.86366450712551e-08
205128982;LD1;1.07145697724129e-06
205128989;LD1;7.11726971629395e-07
205128998;LD1;7.61018592568752e-06
205161688;LD1;1.48929847410611e-05
205161707;LD1;2.02652855407577e-06
205161709;LD1;1.38982970451811e-05
205161720;LD1;2.80962396915067e-05
205161734;LD1;4.18885238931482e-07
205161783;LD1;3.39875658434637e-05
205161797;LD1;6.60248577104149e-08
205161894;LD1;2.52861590012516e-06
