CHH;LD;Loading
104856810;LD1;0.000113643687295375
104856867;LD1;7.96085428759806e-05
104856890;LD1;0.000236592937579429
104856916;LD1;1.56862676126721e-05
104856951;LD1;4.832885598703e-05
104856965;LD1;0.000382071118276862
104879857;LD1;1.28967380238826e-05
104879858;LD1;1.67145813542437e-05
104879902;LD1;7.14786178244839e-06
104879931;LD1;9.91322997516893e-06
104879948;LD1;7.66002831940293e-05
104879992;LD1;6.9539075643348e-06
104880009;LD1;7.01105527472742e-05
104880030;LD1;9.4885358938414e-05
105294137;LD1;0.000197099470606817
105294185;LD1;6.71916195061209e-06
105294249;LD1;7.63861388505376e-05
105294294;LD1;2.85849599993086e-05
105294295;LD1;0.000181566129878893
105294297;LD1;2.94188858863911e-05
105294338;LD1;0.000513279539254729
105294348;LD1;8.10659996396581e-05
105851719;LD1;3.83402700574259e-05
105851909;LD1;9.16621361161175e-05
105851921;LD1;5.70975797534653e-05
105851925;LD1;6.88839264407224e-05
105851940;LD1;1.81350591906105e-05
106585285;LD1;0.000222349278887964
106585321;LD1;0.00010994761168853
106585440;LD1;0.000257839774149637
106585441;LD1;0.00032604686475308
106585466;LD1;4.34370127300931e-06
106585491;LD1;0.000165562683546155
107158405;LD1;9.69695238315257e-06
107158410;LD1;4.04810344857494e-09
107158414;LD1;0.000250781496592963
107158427;LD1;7.30599415422572e-05
107158439;LD1;4.05591213766895e-05
107158457;LD1;0.000217779895371593
107158523;LD1;0.000530867595498294
107158598;LD1;0.000275408327703965
107158610;LD1;3.89759617251347e-05
107458623;LD1;8.6735631537697e-05
107458672;LD1;0.000207766524459851
108006296;LD1;3.42329908726988e-06
108006434;LD1;0.000128082912283734
108006482;LD1;2.34492696834654e-05
108500735;LD1;6.04503729630842e-06
108500756;LD1;2.16197132761805e-05
109557210;LD1;1.61214970907011e-05
109557272;LD1;2.05074842598176e-06
109557329;LD1;0.00010207000710113
109557351;LD1;0.000114880953462528
109691111;LD1;8.83499720583008e-05
109691184;LD1;4.9778669333376e-05
109991623;LD1;0.000323135106947798
109991630;LD1;0.000292835066891096
109991682;LD1;3.25596691616602e-06
110252559;LD1;1.93878975161118e-06
113302172;LD1;0.000268050833604751
113302210;LD1;0.00127391952538898
113302277;LD1;1.11740664210409e-05
113302301;LD1;0.000267521739651429
113302315;LD1;6.43072827876861e-05
113651393;LD1;2.34419614101016e-05
113651404;LD1;8.46800262888563e-07
113651406;LD1;7.64674919069173e-05
113846423;LD1;7.98788448386171e-05
113846561;LD1;0.00025704485813361
113846573;LD1;4.254366412888e-05
113846577;LD1;0.000648214553360788
113846584;LD1;4.17561821624658e-07
114607409;LD1;4.5121310298976e-05
114607415;LD1;1.5435480856889e-05
114607417;LD1;1.45596979313116e-05
114607421;LD1;2.53010388677699e-05
114607425;LD1;3.03414455461157e-05
114607439;LD1;1.8155091317162e-05
114607550;LD1;4.88453756811063e-08
114607554;LD1;1.22550561451412e-05
114607558;LD1;1.08910931465656e-05
114607578;LD1;4.88684928598271e-05
114607584;LD1;2.85403682351544e-05
114607586;LD1;2.46993057326175e-06
114607596;LD1;4.23113460096984e-05
114607597;LD1;6.74848162785035e-05
114607598;LD1;1.81455177244262e-05
114607599;LD1;2.95980018064465e-05
114607601;LD1;4.20055516835917e-05
114607610;LD1;2.42582847964739e-06
114607611;LD1;1.07744149002769e-05
114607621;LD1;1.52733225191494e-05
114607622;LD1;2.94316850903985e-05
114607623;LD1;2.73514058318619e-05
114607624;LD1;2.00056643023564e-05
114607637;LD1;3.80389712354787e-05
114607654;LD1;2.50219821587894e-05
114607671;LD1;1.47021058972747e-05
114607679;LD1;2.4537202538651e-06
114799499;LD1;5.93450136166875e-06
114799577;LD1;9.03955314756882e-05
114799580;LD1;5.05193834342402e-05
114799601;LD1;7.27071443641209e-06
114799618;LD1;8.89230068086819e-08
114799700;LD1;0.000111249351025091
114986580;LD1;0.000548207029061447
114986587;LD1;0.000538413506393876
114986732;LD1;5.65608479012003e-05
114986736;LD1;3.21744821959471e-05
114986757;LD1;6.54292782262008e-05
114986802;LD1;1.64072488821547e-05
115083325;LD1;2.64259407812557e-05
115083349;LD1;9.82684579923137e-05
115083350;LD1;2.39193535207758e-06
115346991;LD1;0.000400089749181101
115347000;LD1;9.55074150834986e-05
115347028;LD1;1.58793322641694e-05
115347045;LD1;1.28615190343677e-05
115347049;LD1;3.16297981455434e-05
115347082;LD1;3.34763120226556e-05
115347123;LD1;3.48255389483427e-06
115347140;LD1;1.82229852394457e-06
115347156;LD1;5.9419904283343e-06
115347208;LD1;2.05419311647426e-06
115347221;LD1;0.00020529682280727
115347223;LD1;2.33492666714413e-05
115693307;LD1;6.8910629237989e-06
115693337;LD1;0.000181679641075226
115693462;LD1;2.0643359967499e-05
116076775;LD1;1.08548751160806e-05
116076783;LD1;0.000411821207457523
116076919;LD1;0.000180509817176198
116076982;LD1;1.59962764158416e-06
116958636;LD1;3.52924302462224e-06
116958668;LD1;8.49288482644664e-06
116958681;LD1;6.93490853595853e-06
116958782;LD1;4.53520052879258e-06
116958818;LD1;0.000247145619383567
117647869;LD1;3.37701216780026e-05
117647894;LD1;1.13161796016239e-05
117648031;LD1;1.70391497126676e-05
117648045;LD1;6.58983655656068e-05
117648053;LD1;1.28786655648329e-06
117648065;LD1;2.44117184853045e-05
120366543;LD1;1.03524817147252e-05
120366682;LD1;3.11840716972552e-05
120366686;LD1;0.000159463141721609
120491936;LD1;4.2907127493426e-07
120491993;LD1;8.52734599819768e-05
120492136;LD1;3.41607779310813e-05
120614550;LD1;7.17862226319499e-05
120614613;LD1;0.000194204211223381
120614622;LD1;1.69991326195278e-05
120614721;LD1;2.18392932849568e-08
120960056;LD1;3.26291596070283e-05
121095813;LD1;4.65610525036305e-05
121118058;LD1;8.63340052873495e-05
121118064;LD1;9.64793826654602e-05
121118065;LD1;7.39044410429064e-06
121118068;LD1;4.1867478152219e-05
121118069;LD1;3.23367266467507e-06
121118070;LD1;1.81934170558747e-07
121118072;LD1;1.07641936631823e-06
121118081;LD1;4.48650141671115e-06
121118082;LD1;7.33318159133362e-06
121118085;LD1;5.93204946554103e-05
121118096;LD1;0.000256059817697507
121118177;LD1;4.36957033416675e-06
121118178;LD1;2.11769602920226e-08
121118186;LD1;1.34487355178069e-05
121118234;LD1;0.000443911282592074
121118250;LD1;0.00010658993681505
121118264;LD1;1.36411634066623e-05
121139791;LD1;1.51365634733861e-09
121195287;LD1;0.000537750686377814
121195296;LD1;0.000256984824122216
121195299;LD1;5.2799258417921e-05
121195301;LD1;8.46554905096766e-06
121195324;LD1;3.96614099936928e-05
121252268;LD1;1.54720402810883e-05
121927544;LD1;0.000301150063315889
121927547;LD1;0.000472362037064041
121927572;LD1;8.85713662926236e-06
121927739;LD1;1.22986543482586e-06
123615193;LD1;4.08549514379994e-06
123615211;LD1;1.2364110656954e-05
123615223;LD1;7.13447042738276e-06
123615227;LD1;4.17045358113696e-05
123615241;LD1;2.21914887114381e-07
123681000;LD1;8.57029358440328e-06
123681011;LD1;1.74867324699165e-05
123681068;LD1;6.03916937224674e-08
125684686;LD1;3.504483509034e-05
125684708;LD1;5.34322823103766e-05
125684738;LD1;0.000144705431418139
125684751;LD1;0.000140055723290913
125684768;LD1;4.91992054657186e-06
125684821;LD1;1.34906699536748e-07
125684830;LD1;7.5374758563061e-06
125684835;LD1;3.95814083277114e-06
125684876;LD1;7.27782997692704e-05
125684893;LD1;1.40031379176011e-05
125684913;LD1;5.03471402914164e-08
125684917;LD1;1.13681982648675e-06
126381261;LD1;0.00024499268560206
126381281;LD1;1.80362082852876e-05
126381295;LD1;0.000829350576469912
126381298;LD1;6.96021653857799e-06
126381369;LD1;3.1970607162583e-05
126381412;LD1;7.75417151771519e-06
126381414;LD1;6.98281561306948e-07
126381422;LD1;2.30445684738211e-05
126381433;LD1;1.85587469144246e-05
126706738;LD1;0.000207263174040108
126706743;LD1;1.05346105558783e-05
126752837;LD1;0.00017486166293209
126752880;LD1;9.39924287930728e-05
126752887;LD1;0.000782714960118016
126752987;LD1;0.000121210297023592
126752988;LD1;3.10046924127078e-07
126752993;LD1;0.000299960909981197
126752994;LD1;0.00106167294572305
126753005;LD1;0.000209862641505911
126753017;LD1;0.000407418484089514
126753024;LD1;0.000352091658477583
126753028;LD1;0.000249766281278483
126753030;LD1;0.000415181080122003
126753055;LD1;5.51845443520647e-05
126753065;LD1;4.13967257775193e-07
126987815;LD1;9.5377891092539e-08
126987870;LD1;3.48761357472656e-05
126987881;LD1;9.99215103242768e-06
126987938;LD1;1.87154031744883e-05
126987974;LD1;0.000170939326001771
126987986;LD1;0.0003070341056587
126987993;LD1;0.000518892497282578
126988026;LD1;9.96956747019737e-05
129258501;LD1;5.09941095566846e-06
129258608;LD1;1.43722349687308e-05
129258627;LD1;6.58739913531389e-05
129258663;LD1;7.05538037884486e-06
129258693;LD1;3.49681422127246e-07
129258702;LD1;2.92054263320856e-06
129258707;LD1;2.50340812597218e-07
129364309;LD1;0.000247603080183819
129364328;LD1;0.000291985702302782
129364448;LD1;0.000320188369600054
129364455;LD1;0.00135870327178199
129364530;LD1;0.000193706426087966
129364531;LD1;0.000239332846936935
130379180;LD1;2.60538404902341e-05
130379182;LD1;2.01517369813769e-05
130379194;LD1;4.72257086325082e-07
130379304;LD1;0.000114450696537268
130762657;LD1;6.08275971715076e-10
130762661;LD1;8.27129335905086e-07
130762667;LD1;5.58091266911081e-08
130762672;LD1;8.52837658655605e-07
130762673;LD1;4.26116378524556e-09
130762674;LD1;1.57095690267391e-06
130762682;LD1;3.09731974257108e-07
130762694;LD1;4.32685111948406e-08
130762703;LD1;5.08236936105992e-07
130762707;LD1;9.1859242840977e-09
130762718;LD1;2.8401704800243e-08
130762749;LD1;2.53160152042787e-10
130762752;LD1;8.88430628862246e-07
130762755;LD1;8.56744283722924e-08
130762759;LD1;3.18748937593787e-08
130762766;LD1;1.01875724956122e-05
130762771;LD1;9.99302901377259e-06
130762776;LD1;1.39613493925227e-05
130762792;LD1;7.74428189112914e-06
130762794;LD1;4.75267922267178e-10
130762798;LD1;1.45821365047183e-07
130762801;LD1;8.53614276358598e-07
130762802;LD1;9.68353836512608e-07
130762808;LD1;6.00715395385578e-07
130762813;LD1;6.61939453533645e-08
130762814;LD1;2.18807128184815e-07
130762822;LD1;1.01657460082501e-06
130762823;LD1;1.16803862939536e-07
130762826;LD1;4.29114358939131e-07
130762847;LD1;4.02471199240468e-08
130762852;LD1;1.46175265226977e-09
130762860;LD1;3.59296344531248e-12
130762861;LD1;4.39654726713964e-09
130762874;LD1;2.1032551994065e-10
130762895;LD1;8.9338623186517e-07
130762915;LD1;1.02238500117131e-07
131068470;LD1;0.000128148051670904
131484862;LD1;8.17772803969873e-05
131484894;LD1;3.13850842807042e-05
131484908;LD1;1.55374715847016e-05
131484956;LD1;2.19629178613898e-06
131484988;LD1;0.00020302884357157
131485012;LD1;1.82859029892161e-05
131485019;LD1;2.44774130968876e-05
131485039;LD1;5.71582891379831e-06
131503043;LD1;5.41648678880061e-09
131503048;LD1;1.62331811573849e-09
131503051;LD1;7.51293588152708e-09
131503064;LD1;3.39226268121879e-09
131503065;LD1;5.3883130106379e-11
131503070;LD1;1.00441568293545e-09
131503073;LD1;7.15392712759073e-10
131503075;LD1;8.48456536206208e-11
131503078;LD1;5.17968948345450e-09
131503080;LD1;1.60872311489219e-08
131503089;LD1;6.55949685507671e-09
131503093;LD1;2.6178931263521e-13
131503104;LD1;6.23166076544408e-09
131503127;LD1;3.21727598797705e-09
131503130;LD1;6.02663116722761e-09
131503142;LD1;2.38918331811478e-07
131503146;LD1;5.18460849003399e-06
131503148;LD1;3.99336317985241e-06
131503151;LD1;7.78592194317583e-13
131503152;LD1;2.52066349333693e-08
131503155;LD1;1.29198666817485e-07
131503157;LD1;2.80311033185333e-09
131503161;LD1;5.95107682094586e-08
131503162;LD1;3.86158493156096e-08
131503166;LD1;3.94722018696549e-07
131503168;LD1;1.89323872073316e-07
131503181;LD1;2.50458309788999e-09
131503184;LD1;7.49274443408536e-09
131503187;LD1;1.41955004986689e-07
131503193;LD1;4.10852573288513e-08
131503199;LD1;8.67435288991195e-08
131503200;LD1;3.52504551087626e-09
131503210;LD1;1.58513684487067e-07
131503213;LD1;2.20635446228946e-07
131503216;LD1;5.16942555257941e-09
131503218;LD1;2.46588232561984e-08
131503224;LD1;1.64922414381118e-07
131503227;LD1;7.52529788150256e-08
131503230;LD1;9.53280535736155e-08
131503234;LD1;7.55337489753311e-09
131503238;LD1;1.97469113594033e-10
131503241;LD1;5.36637288432732e-08
131503245;LD1;1.38062247793838e-07
131503247;LD1;1.02567503816087e-11
131503248;LD1;2.57762270265064e-10
131503254;LD1;4.29467915235043e-10
131503262;LD1;3.41881139890622e-09
131503268;LD1;7.39324423625196e-07
131503273;LD1;4.70678076984726e-08
131503277;LD1;1.11078696239772e-07
131503282;LD1;3.3658783789227e-10
131503284;LD1;1.60984347764735e-11
131503291;LD1;9.12049526643852e-09
131503292;LD1;2.3033791773113e-07
131503307;LD1;4.96659027740736e-12
131503308;LD1;1.35706948999384e-09
131503314;LD1;1.78121763392693e-07
131775047;LD1;4.99187384834476e-08
131775059;LD1;1.62894270273658e-05
131775064;LD1;2.44609549641518e-10
131775065;LD1;6.73652404612163e-10
131775067;LD1;0
131775068;LD1;2.94124671793218e-06
131775069;LD1;7.55588392586947e-11
131775076;LD1;4.97501503985484e-08
131775081;LD1;0
131775082;LD1;4.15115696620222e-09
131775091;LD1;0
131775099;LD1;5.51562647471917e-08
131775100;LD1;2.54626278719778e-11
131775101;LD1;2.27672814751074e-09
131775102;LD1;0
131775106;LD1;5.0437606539131e-10
131775112;LD1;2.72558998440089e-09
131775124;LD1;7.74016700857962e-11
131775126;LD1;2.84171367394028e-07
131775134;LD1;4.72486278432325e-07
131775136;LD1;5.27174069053359e-09
131775139;LD1;1.77927304379339e-07
131775143;LD1;9.5021851279358e-06
131775151;LD1;6.15991698370362e-10
131775152;LD1;5.86191356217046e-06
131775154;LD1;9.12395615695372e-09
131775155;LD1;8.97707541236744e-08
131775157;LD1;5.15989235144462e-09
131775164;LD1;0
131775173;LD1;0.000265982914724676
131775174;LD1;0.000157333491553116
131775189;LD1;1.09196218545046e-07
131775190;LD1;1.09017380865115e-08
131775192;LD1;6.83368885748336e-06
131775193;LD1;1.5857804024275e-06
131775195;LD1;1.68534509924059e-07
131775208;LD1;1.65242274471335e-08
131775219;LD1;8.7198842709393e-08
131775221;LD1;2.15664649853999e-08
131775223;LD1;5.37353956556706e-05
131775231;LD1;5.19335063923872e-11
131775234;LD1;2.03315069196909e-08
131775236;LD1;6.50758664630202e-08
131775237;LD1;2.98067744621424e-09
131775238;LD1;8.34205678834463e-08
131775249;LD1;5.84414543568594e-10
131775256;LD1;1.20163971082708e-05
131775263;LD1;7.74016700857962e-11
131775264;LD1;9.64131488937649e-10
131775281;LD1;1.65309043619118e-07
131775282;LD1;3.88368158507376e-08
131775287;LD1;9.65455950080153e-08
131775288;LD1;1.29239854690684e-06
131775293;LD1;3.27417376818333e-08
131775294;LD1;2.60703948998796e-10
131775303;LD1;1.5774770651955e-06
131775305;LD1;7.24719622769625e-09
131775306;LD1;1.34753361531933e-08
133351653;LD1;0.000170741592171368
133351747;LD1;0.000138716808452237
133351802;LD1;0.000117397027516094
133351814;LD1;0.000268528879569421
133712941;LD1;7.70756214155285e-05
133712959;LD1;1.15509401645101e-06
134630923;LD1;4.35472980788849e-05
134630926;LD1;0.000111782721350665
134630933;LD1;1.83049830335133e-05
134630967;LD1;0.000146209327058161
134630970;LD1;4.33323815391972e-08
134630990;LD1;2.69301323794172e-06
134653386;LD1;1.06146250583962e-06
134653498;LD1;1.50720820774987e-05
134653604;LD1;1.47641019145888e-07
135115019;LD1;7.88037343213833e-05
135115021;LD1;0.000107480827208428
135115055;LD1;0.000422149820233874
135115057;LD1;5.79440309128869e-05
135115106;LD1;8.15473892514374e-05
135115109;LD1;3.09140333920461e-05
135115115;LD1;7.88856809277011e-05
135115155;LD1;9.98115612297488e-07
135115158;LD1;1.2065690634134e-05
135191423;LD1;2.93427213494291e-05
135191464;LD1;0.000752749068231551
135191489;LD1;1.63249697231035e-07
135191510;LD1;0.000691070682985082
135297074;LD1;4.46915446105736e-07
135494981;LD1;5.95846587385639e-06
135495173;LD1;0.000151914925906111
136723330;LD1;5.61936776343259e-05
136723533;LD1;0.000343637380011013
136723547;LD1;7.2684729216507e-05
136723575;LD1;7.87844262248891e-06
137190469;LD1;2.8946508041938e-05
137190475;LD1;0.000161212660271821
138439675;LD1;0.000382026275654617
138439718;LD1;1.85348283145413e-05
138446702;LD1;1.29495662867715e-05
138446722;LD1;6.94837704864041e-06
138446724;LD1;3.63727030110252e-05
138446725;LD1;2.79542898574587e-05
138446726;LD1;1.4439955900349e-05
138446733;LD1;3.07006885950042e-05
138446740;LD1;1.33006701475449e-05
138446744;LD1;9.07402973204305e-05
138446756;LD1;7.45526765427215e-06
138446773;LD1;1.46021046362324e-05
138446774;LD1;3.5934705868015e-06
138446784;LD1;7.08433713008289e-06
138446785;LD1;5.29527512641212e-07
138446791;LD1;2.09719185068834e-05
138446798;LD1;2.88995880477648e-06
138446800;LD1;1.4612463531141e-05
138446804;LD1;6.32178660754866e-06
138446812;LD1;4.93491362481782e-05
138446813;LD1;1.03633221811953e-06
138446820;LD1;2.09729084828555e-05
138446821;LD1;2.35276575831042e-05
138446822;LD1;1.21702645471777e-05
138446836;LD1;0.000371466981780043
138446848;LD1;3.51673316552439e-05
138446878;LD1;6.41672627019199e-05
138446891;LD1;3.21982536930667e-07
138446894;LD1;0.000123063083436085
138446902;LD1;4.05098595559204e-05
138446905;LD1;3.15672592374436e-05
138446906;LD1;2.73402815721491e-05
138446915;LD1;1.94983402346951e-07
138446918;LD1;2.60880450514106e-05
138446919;LD1;8.68246745547814e-06
138446922;LD1;2.07114518155763e-05
138446923;LD1;1.83898770503819e-05
138446932;LD1;0.000140051125783469
138446938;LD1;2.68189462678065e-05
138446939;LD1;3.12712256665521e-05
138446940;LD1;2.22347371608244e-05
138446944;LD1;3.65435407244504e-05
138446948;LD1;2.94215065344377e-05
138448060;LD1;1.9932077102751e-09
138448069;LD1;1.7904519494943e-09
138448081;LD1;1.93466702359156e-08
138448084;LD1;1.71658775502224e-12
138448092;LD1;8.19138107389393e-09
138448094;LD1;9.47729947445344e-13
138448096;LD1;8.04558260539856e-09
138448097;LD1;3.41475885933577e-09
138448098;LD1;1.20393461404638e-09
138448103;LD1;6.45813924081901e-08
138448105;LD1;6.90707714669791e-09
138448106;LD1;3.20815749833189e-08
138448107;LD1;6.93562267561956e-13
138448108;LD1;3.00180296554387e-09
138448111;LD1;6.75787985739574e-11
138448115;LD1;3.60453770432118e-09
138448116;LD1;5.05085504262448e-11
138448118;LD1;5.02520580010447e-09
138448119;LD1;3.75826451758579e-09
138448138;LD1;8.27330533122665e-10
138448142;LD1;9.24272865181879e-11
138448143;LD1;1.16214827348698e-09
138448144;LD1;8.80504204597343e-09
138448145;LD1;9.91745147631662e-09
138448150;LD1;1.59288793475613e-08
138448154;LD1;1.87281661356685e-11
138448165;LD1;6.41474361221876e-09
138448167;LD1;3.28277498612432e-09
138448168;LD1;1.33656199612247e-09
138448172;LD1;6.18523897855793e-11
138448180;LD1;9.70479103018614e-12
138448181;LD1;2.72740215326358e-09
138448196;LD1;4.16896815871961e-09
138448198;LD1;1.81632240771327e-06
138448203;LD1;1.03868430350512e-09
138448210;LD1;6.25428311354521e-13
138448211;LD1;1.69076757273249e-08
138448212;LD1;2.2612130132124e-08
138448215;LD1;9.26368613027718e-08
138448219;LD1;3.58576411207938e-10
138448223;LD1;3.01866549637114e-09
138448224;LD1;9.86514181345048e-09
138448226;LD1;4.60597061572607e-08
138448227;LD1;4.74885962506586e-08
138448228;LD1;2.35283773157305e-08
138448230;LD1;5.03745427647889e-07
138448237;LD1;1.24779431949812e-08
138448238;LD1;6.73593817044069e-09
138448239;LD1;4.27529094659026e-11
138448241;LD1;7.82759357458623e-08
138448246;LD1;7.80147398570169e-09
138448247;LD1;1.85304737629748e-09
138448263;LD1;8.71308377082923e-10
138448264;LD1;2.28728801037667e-09
138448265;LD1;2.15914989205212e-10
138448266;LD1;1.00647350233013e-08
138448269;LD1;1.14778949082877e-08
138448270;LD1;2.75978408588147e-11
138448271;LD1;1.10708351063679e-08
138448273;LD1;3.7546466113612e-08
138448275;LD1;5.72100533443691e-09
138448279;LD1;6.35646456175492e-09
138448280;LD1;2.24230109078046e-11
138448287;LD1;5.58906634867126e-09
138448289;LD1;3.63227623003417e-09
138448290;LD1;5.04875645011455e-11
138448291;LD1;4.87751485549694e-10
138448292;LD1;5.04012377440252e-09
138448293;LD1;6.61949198785882e-12
138448298;LD1;1.94439327244238e-09
138448299;LD1;5.82194013865232e-10
138448300;LD1;2.98544316711393e-09
138448301;LD1;5.92654319129555e-11
138448303;LD1;5.63326619820526e-09
138448305;LD1;2.26632098338321e-09
138448312;LD1;1.32011274653452e-09
138448320;LD1;2.43871700274326e-08
138448325;LD1;1.41608494710597e-13
139784941;LD1;1.6500147736748e-06
139785129;LD1;1.37993189784971e-06
139913921;LD1;2.18715617679175e-05
139914071;LD1;2.14984973192786e-06
139914101;LD1;4.33235996659002e-05
139914111;LD1;9.56557693861871e-06
140336391;LD1;7.21814225340226e-06
140336436;LD1;0.000183234617901343
140336446;LD1;2.53352624768601e-06
142466347;LD1;7.47810804897487e-05
142466407;LD1;0.000107423615949339
142466469;LD1;0.000434700263928196
142466523;LD1;1.70969340221966e-05
142466527;LD1;7.16904938974657e-05
142466530;LD1;0.000688034735885989
142466531;LD1;0.000286441194095881
142691070;LD1;3.6688082897464e-05
142691092;LD1;0.000188867659779114
142691132;LD1;4.46875795009417e-05
142691134;LD1;1.40593064670585e-05
142691141;LD1;2.11090924513468e-06
142691202;LD1;1.18105324950219e-05
143161876;LD1;7.21059551100132e-07
143161907;LD1;0.000894378737970743
143378091;LD1;1.63851407830585e-05
143378199;LD1;3.44647765627045e-09
143378231;LD1;0.00108314657867199
143378305;LD1;6.69168469551253e-05
145311620;LD1;3.68090797143456e-05
145311640;LD1;0.000225860322058038
145311653;LD1;0.000156394443057564
145494227;LD1;0.000181086645172624
145494235;LD1;0.000438885470051681
145494251;LD1;1.87683754257235e-05
145494323;LD1;1.65696580488962e-05
145494363;LD1;3.89130176190899e-06
145494366;LD1;2.08041154120938e-05
145494477;LD1;0.000189136068771946
145494494;LD1;0.000182724198891424
146082565;LD1;1.08940048746764e-05
146082729;LD1;8.67450967168352e-05
146082775;LD1;0.000391768794958791
146082831;LD1;1.75087919936226e-05
146201998;LD1;4.37059608862486e-05
146202160;LD1;3.51920935387317e-06
146832475;LD1;4.36234361843789e-08
146832480;LD1;1.81183630168946e-10
146832483;LD1;2.52187933602516e-10
146832488;LD1;0
146832489;LD1;7.71733039861366e-10
146832514;LD1;5.57617954127939e-10
146832515;LD1;1.5261089850887e-08
146832522;LD1;2.72674852141193e-09
146832529;LD1;1.26140417521129e-09
146832530;LD1;2.25953179778009e-10
146832535;LD1;2.31178185138024e-09
146832537;LD1;2.90383941266857e-09
146832543;LD1;1.91669979986274e-07
146832547;LD1;6.40075768476747e-10
146832552;LD1;2.72490190216445e-07
146832555;LD1;0.01576651265929
146832569;LD1;3.91857215211911e-09
146832573;LD1;4.59701639134574e-07
146832579;LD1;5.24066531171049e-08
146832589;LD1;3.44745264728534e-07
146832590;LD1;0.000261899334894216
146832592;LD1;0.000325851251731343
146832603;LD1;4.38271531277318e-07
146832604;LD1;4.99980719297651e-09
146832615;LD1;1.05488487839908e-07
146832621;LD1;3.13998703974315e-09
146832626;LD1;1.05654826392818e-09
146832627;LD1;3.1948814436635e-10
146832631;LD1;1.39214446684534e-11
146832642;LD1;1.05406494283502e-08
146832643;LD1;5.77354097924424e-09
146832651;LD1;1.32243834555219e-07
146832653;LD1;7.18065535527179e-08
146832656;LD1;7.12363011173565e-09
146832664;LD1;3.48724403138012e-09
146832668;LD1;3.09247142969154e-10
146832671;LD1;1.78609426086746e-10
146832674;LD1;3.94812912326121e-10
146832676;LD1;1.14009639992499e-08
146832677;LD1;8.05711253988047e-10
146832678;LD1;3.38907737394244e-08
146832688;LD1;2.83063243154825e-06
146832693;LD1;1.17612209173503e-09
146832695;LD1;9.11174772026413e-09
146832697;LD1;3.63628688631719e-09
146832701;LD1;2.06007591070039e-09
146832702;LD1;0.00730653536522633
146832707;LD1;1.05993191520048e-09
146832722;LD1;1.96228114398694e-09
146832726;LD1;1.12849855760019e-09
146832728;LD1;3.14252602059509e-09
146832732;LD1;2.61125560615162e-07
148252854;LD1;0.000146795069079886
148252917;LD1;8.88816858558069e-06
148252923;LD1;7.32855833835177e-07
148252928;LD1;5.01536937587407e-05
148252931;LD1;2.0072650226654e-06
148252937;LD1;0.000132319991478729
148252971;LD1;6.10143500894472e-05
148253007;LD1;2.05271519521275e-05
148253032;LD1;0.000281246422066971
148253046;LD1;7.38438243120462e-06
148984950;LD1;5.70464000519698e-05
148991782;LD1;6.50838795914399e-06
148991847;LD1;0.000122440788385398
150352836;LD1;7.05453137282921e-05
150352839;LD1;0.000256847776633737
150352881;LD1;1.95853320150741e-06
150352893;LD1;7.61130474134976e-05
150352901;LD1;5.6116042997754e-06
150352913;LD1;0.000279601619359742
150352930;LD1;2.91360005681916e-05
150352958;LD1;0.000489390274023773
150512412;LD1;0.000176760795390925
150512544;LD1;7.34489714258945e-06
151584858;LD1;1.22672066632894e-05
151988248;LD1;3.0341991492909e-05
151988249;LD1;1.68055871744075e-05
151988429;LD1;2.10600026843872e-05
151988441;LD1;2.2263569316126e-07
151988443;LD1;2.96037453371032e-05
151988447;LD1;2.61430280017075e-05
151988486;LD1;5.35271815272466e-05
152126150;LD1;0.000183452142478667
152925491;LD1;8.94200164731412e-05
154895141;LD1;2.82279663222656e-07
154895144;LD1;2.28024490656657e-09
154895145;LD1;1.61465463787998e-07
154895148;LD1;9.26555603730322e-08
154895166;LD1;5.04679061943636e-08
154895167;LD1;2.06656799596606e-08
154895168;LD1;7.16840037370202e-07
154895183;LD1;7.06677546484064e-08
154895184;LD1;1.10232117326033e-07
154895187;LD1;6.08446582996326e-07
154895193;LD1;1.68964816614866e-08
154895198;LD1;3.09962043391494e-10
154895199;LD1;3.88468423696047e-08
154895220;LD1;3.41855921082904e-12
154895221;LD1;0
154895231;LD1;1.23770106581117e-08
154895237;LD1;6.96101187682883e-08
154895244;LD1;8.99790221768606e-10
154895249;LD1;6.15140510035002e-06
154895253;LD1;9.74360568842188e-07
154895255;LD1;5.59941459702747e-11
154895269;LD1;2.00679086615753e-06
154895290;LD1;3.94171009150127e-07
154895301;LD1;8.08817067893545e-11
154895304;LD1;1.25821420829727e-07
154895305;LD1;1.06971117785941e-08
154895311;LD1;1.09931389441859e-08
154895330;LD1;8.43684620084261e-08
154895343;LD1;1.58746548303075e-08
154895346;LD1;3.77135354836214e-08
154895352;LD1;1.54330288200397e-08
154895353;LD1;1.2350176395987e-11
154895361;LD1;1.59901528865104e-12
154895375;LD1;1.23695082173625e-08
154895382;LD1;3.12401747307631e-07
155568344;LD1;0.000151102065161903
155568354;LD1;0.00012189768933157
155568359;LD1;3.64113641036722e-05
155568365;LD1;8.96356275100421e-05
155568380;LD1;7.15627456501087e-06
155568395;LD1;2.55192293750266e-05
155568410;LD1;2.85723206260267e-06
155568425;LD1;4.48273771976272e-05
155568443;LD1;1.12149206821032e-06
155568445;LD1;1.87000118601086e-05
155568455;LD1;8.50007675943168e-05
155568457;LD1;6.76590374439908e-06
155568458;LD1;1.30777995612515e-06
155568460;LD1;5.66988559280064e-05
155568474;LD1;1.29577116554568e-06
